sbs.hcal.adc.timeoffset = 
    87.44438     103.5948     102.1735     100.5212     115.7281     112.7823     112.7526     115.9662     106.9496     103.2958     99.43179     104.1301 
    102.3671     101.9094     121.8831     119.7312     115.1333     113.8214     103.5256     114.2751     120.5967     121.5137     133.5798     104.8615 
    68.49618     123.8848     121.2679     116.5995     135.3345     132.4266     156.8724     134.0723     120.3733     121.7084     123.1795     122.4904 
    119.7803     121.1214     119.0573     120.4056     132.7669     132.2042     133.2343     133.1235     121.5154     120.6542     122.2265     122.6978 
    120.6297     120.3655     122.5769     120.6107     111.9365     112.1417     133.6434     134.9379     121.9776     121.4617     102.7368     103.0698 
    108.0392     119.6944     119.8539     120.4634     114.6275     111.5353     131.4694     134.2514     119.7893     121.4635     101.6566     101.0912 
    123.9383     123.3997     122.8797     124.9936     134.0856     136.0606     132.7425     134.8009     119.5661     121.9614       120.29     118.5496 
    100.9467     100.8571     100.6714     100.7829     113.4229     112.4193     112.8019     114.4184     103.9412     102.3183     103.9449     101.7321 
    122.0387     120.3437     121.6663      120.173     114.6291     112.1727     134.9876     135.2677     120.9999     121.4258     102.5979     101.2559 
    123.0334     121.1942     101.5844     101.8062     112.3104     113.2667     132.2619     132.4205     101.4137     102.9513     100.9093     101.8976 
    118.9484     120.2798     120.8423      120.379     111.2292     112.8669     131.2676     131.0816     119.2627     119.7997     103.4661     102.3572 
    101.7531     99.64245     101.9189     102.5611     131.6365     131.9668      113.844     114.5711     101.3984     102.1017     119.8051     119.4555 
    124.5603     123.0543     123.4062     123.7098     132.5868     131.9272     135.0724     136.9179      121.649     122.9985     119.5099       118.79 
    118.4577     120.3125      119.958     120.7494     130.0446     132.6411     129.7858     132.2993     119.3449     121.6626     118.0639     119.4223 
    103.5641     100.6397     101.1958     102.4225     131.3139     129.5457     113.0249     114.1192     101.1963     104.6613     118.7363     118.2742 
    117.4085     119.6762     118.9123     119.3532     131.1894     131.8552     130.1646     132.1564     120.6301     119.5823     119.5131     117.6202 
    120.1951     119.7429     121.4306     120.9991     132.2245     129.2045      133.926     136.8734     120.4577     122.9625     119.7346     121.7081 
    119.5504     121.0384     114.2533     121.2709     130.2619     129.3747     130.6567     133.4328     118.7617     119.8684     117.2758     119.2849 
    121.2951     118.3995      118.856     121.7356     131.4606     132.6141     132.6917     131.4766      119.983     120.9579     119.0582     120.4168 
    119.5766     118.0709     116.7126     118.7422     132.7144     132.3725     131.1304     134.8652     119.2913     117.9408     120.7155     119.9001 
     121.646     121.6903      120.416      121.554      116.158     111.9804     133.8265     134.6942     121.1075     122.7933     102.7949     102.9363 
     121.353     118.8322     117.4246     118.7054     112.0652     109.4066     129.8275     131.8342     119.6358     119.0626     100.6105     99.69173 
    4.485081     118.1881     118.6032     118.7887     113.1967     110.3898     148.5833     132.5092     118.5258     119.4822     101.2429      99.1565 
    102.4927      103.366      100.754     100.4224     112.1516     111.2651     114.5308     117.7534      99.9808     100.3531     101.8267     102.2762 
