90.7130 107.5705 107.0136 97.3221 121.8157 110.5563 117.6981 121.6821 110.2182 108.3554 103.3480 107.3987
107.2955 106.4679 126.2376 125.4788 121.1023 119.8597 106.7942 119.2022 126.0505 126.6417 136.8484 108.6386
71.7648 132.4919 128.4022 121.8322 141.0845 138.4168 160.1410 131.4209 125.8515 126.9700 124.0933 126.9493
124.7219 127.2451 124.8327 125.7751 138.1463 137.8618 139.1729 139.0686 127.0825 125.8899 126.8485 126.8575
125.5487 125.4501 127.6903 125.7728 117.7343 118.3754 139.9061 140.9433 127.7822 126.9995 107.9140 107.8952
111.3078 124.8416 125.2963 125.5961 120.6359 117.5288 138.2763 140.1111 125.8158 127.0488 106.6292 106.1578
127.3757 126.8715 126.1483 129.4009 139.0093 141.6969 138.8847 140.8446 125.4774 127.4629 125.3448 123.4277
105.1957 105.7763 106.2185 106.4110 118.7400 118.2714 118.4527 120.4004 109.8284 107.4292 108.3786 106.0766
126.3359 124.8222 126.3793 125.5834 120.5689 118.0906 139.9522 141.0398 126.9948 126.8982 107.8975 106.2605
127.2568 125.8243 106.8698 107.4475 118.4004 119.6013 137.9925 139.0668 107.7918 108.5890 105.7545 106.7860
123.4479 124.7741 125.4373 125.5055 117.4624 118.7127 137.1416 137.6505 125.9381 125.9991 107.9344 104.6429
105.6795 104.2166 107.0493 108.4215 137.8848 138.3240 120.2328 120.9880 107.6905 107.9966 125.1889 126.0910
125.4938 125.8558 127.3035 128.6318 138.7093 137.7161 135.0724 143.2181 127.9002 128.0577 123.6947 125.2156
122.9214 124.8500 125.2023 126.5648 135.6604 137.6044 134.8946 138.2869 124.5393 127.2659 123.6823 124.7417
104.4797 105.2627 105.4890 107.8549 136.5060 135.3139 118.4176 120.2139 107.1016 110.3091 123.8983 122.8435
121.7510 123.8466 124.0756 124.3671 135.9805 136.3971 135.7342 136.9734 126.0922 124.2570 124.4389 121.4406
124.3131 123.1056 125.4512 124.9636 127.7474 134.2485 141.3122 140.7560 125.1181 127.0155 123.6785 123.8554
123.1255 124.5750 117.9821 125.6661 134.3470 133.5749 135.0511 138.4133 123.0970 124.0522 122.0854 123.2649
125.1701 126.9343 123.6407 125.9363 135.7996 137.0036 137.7941 136.6409 124.3649 125.2032 122.4917 124.3546
124.4194 124.2511 112.2225 123.0219 133.6152 136.5753 135.3925 139.4806 124.2384 122.7518 124.7057 124.5117
125.9890 127.5465 123.9602 126.3369 122.9693 116.4014 138.7117 139.8097 125.2522 127.6140 107.2994 108.4251
126.7507 113.9429 121.1658 123.5802 116.1817 114.3979 135.5635 135.7339 124.5680 123.2516 105.5703 103.9695
7.7537 122.9668 123.2334 122.5126 117.3493 112.1361 151.8519 137.0389 123.1947 124.3596 106.0561 103.9354
105.6620 108.1193 105.5616 106.6419 115.7600 114.7201 119.3231 121.1064 104.6567 105.4586 105.8482 105.9654
