       0.288803        0.288803        0.288803        0.288803        0.288803        0.263042        0.258236        0.252437        0.265684 
       0.245721        0.211389        0.243465         0.27967        0.259597        0.257623        0.246859        0.253162        0.261636 
       0.230465        0.275938        0.266398         0.26636        0.270404        0.255499        0.280027        0.267676        0.270897 
       0.272143        0.340855        0.275818        0.255388        0.257776         0.25576        0.277515        0.274268        0.315108 
       0.298209        0.302425        0.280922        0.331141        0.278754        0.294352        0.343771        0.306099        0.276617 
       0.298884        0.306089        0.286212         0.27311          0.2685         0.31881        0.304972        0.291692        0.296165 
       0.293395        0.287511        0.290938        0.302559        0.280889           0.304        0.323473        0.278595        0.270187 
       0.272116        0.277823        0.249156         0.28938        0.305618        0.292193        0.282194        0.287832        0.288293 
       0.283969        0.264846        0.256166         0.28587        0.265054        0.288803        0.288803        0.288803        0.288803 
       0.288803        0.288803        0.288803        0.288803        0.288803        0.288803        0.288803        0.288803        0.288803 
