       0.181015        0.198011        0.216541        0.197987        0.232994        0.225638        0.226469        0.206919        0.211134 
       0.236475         0.23369        0.180234        0.215201        0.203749        0.204867        0.196497         0.13768        0.266605 
        0.25091        0.236444        0.204747        0.218475        0.233565        0.241614        0.216738        0.239797        0.220842 
       0.212485        0.237842        0.202928        0.191977        0.218878        0.241092        0.229842        0.231388         0.25249 
       0.218036        0.221796        0.233056        0.215432        0.231615        0.227756        0.221955        0.217244         0.22752 
       0.246535        0.226064        0.213034         0.23086        0.219016        0.207156        0.236418        0.196052        0.210837 
       0.252937         0.20746        0.193596        0.206828        0.208814        0.197847        0.217705        0.215618        0.203637 
       0.176757        0.175168        0.159648        0.173702        0.190696        0.175978         0.16958        0.174299        0.242706 
       0.186251        0.194368        0.220992        0.184156         0.21898        0.218597        0.215785        0.217406        0.226787 
       0.224786        0.257392        0.216541        0.216541        0.216541        0.216541        0.216541        0.216541        0.216541 
